rank,description,company_name,state,industry,country,revenue,profits,assets,market_value,profits_rank,assets_rank,market_value_rank,employees,revenue_rank,ceo_name,ceo_title,city,year_founded,web_site
1717,"F5, Inc. engages in the business of multi-cloud application services. The firm's products include F5 distributed cloud services, F5 NGINX, F5 BIG-IP, and F5 Systems. It operates through the following geographical segments: Americas, EMEA, and APAC. The company was founded on February 26, 1996 and is headquartered in Seattle, WA.",F5,Washington,IT Software & Services,United States,3225,708.2,6497,20456,1467,,1085,6578,,François Locoh-Donou,Chief Executive Officer,Seattle,1996,http://www.f5.com
1717,"Grupo Financiero Galicia SA is a holding company, which engages in banking, insurance, and the issuance of certificates of deposit through its subsidiaries. It operates through the following segments: Banks, Ecosistema Naranja X, Insurance, Other Businesses, and Adjustments. The Banks segment includes the banking business operation results. The Ecosistema Naranja X segment represents the brand credit cards, consumer finance, and digital banking services business. The Insurance segment consists of insurance firms business and Sudamericana Holding SA. The Other Businesses segment refers to equity investments. The Adjustments segment relates to consolidation adjustments and eliminations of transactions among subsidiaries. The company was founded on September 14, 1999 and is headquartered in Buenos Aires, Argentina.",Grupo Galicia,,Banking,Argentina,9457,66.2,32661,6980,,1137,,,1415,Fabián Enrique Kon,Chief Executive Officer,Buenos Aires,1999,http://www.gfgsa.com
1719,"Luzerner Kantonalbank AG engages in the provision of financial and banking services. It operates through the following segments: Private and Commercial Customers, Corporate Customers, Private Banking, and Corporate Center. The company was founded in 1850 and is headquartered in Lucerne, Switzerland.",Luzerner Kantonalbank,,Banking,Switzerland,1254,372.5,79452,6360,,553,,1206,,Daniel Salzmann,Chief Executive Officer,Lucerne,1850,http://www.lukb.ch
1720,"Compal Electronics, Inc. engages in the research, development, design, production, and sale of computing, communications, and consumer products including notebook computers, smart phones, tablets, televisions, and wearable devices. It operates through the Information Technology Product and Strategy Integrated Product segments. The Information Technology Product segment deals with the development, manufacture, and sale of information technology and mobile communication products. The Strategy Integrated Product segment is involved in the research, development, manufacture, and sale of networking products. The company was founded by Chau Ing Hsu, Sheng Hsiung Hsu, Wen-Being Hsu, and Chang Chi Ko on June 1, 1984 and is headquartered in Taipei City, Taiwan.",Compal Electronics,,Technology Hardware & Equipment,Taiwan,24615,188.1,14152,3959,,,,,554,Anthony Peter Bonadero,Chief Executive Officer,Taipei,1984,http://www.compal.com
1721,"Bank of Xi'an Co., Ltd. engages in the provision of banking and financial services. Its business scope includes corporate finance, personal finance, financial market and international services, electronic banking, and credit card businesses. The Corporate Finance business covers corporate deposits, financial, notes, settlement, small and medium enterprise financing, and investment banking services. The Personal Finance business offers personal deposits, loans, bank cards, settlement services, investment and wealth management, and credit card services. The Financial Market and International business provides funding services, international business, and interbank financing services. The Electronic Banking business encompasses phone banking, automated banking, online banking, and mobile banking services. The Credit Card business issues standard, gold, platinum, and diamond credit cards. The company was founded on January 6, 1997 and is headquartered in Xi'an, China.",Bank of Xi'an,,Banking,China,2860,379.3,79180,2312,,555,,3388,,Guo Hong Chen,President,Xi'an,1997,http://www.xacbank.com
1722,"MetaX Integrated Circuits (Shanghai) Co., Ltd. develops and manufactures graphics processing unit chips. It produces artificial intelligence inference accelerators, general purpose computing accelerators, and graphics accelerators. The company was founded by Wei Liang Chen, Li Peng and Jian Yang on September 14, 2020 and is headquartered in Shanghai, China.",MetaX Integrated Circuits (Shanghai),,Semiconductors,China,265,-92.3,1963,42060,,,556,925,,Wei Liang Chen,Chief Executive Officer,Shanghai,,
1723,"Bank of Lanzhou Co., Ltd. operates as a commercial bank. The company provides loans, deposits, settlement, wealth management, investment, online banking, and other banking services. It also engages in the foreign currency exchange business. The company was founded on June 26, 1997 and is headquartered in Lanzhou, China.",Bank of Lanzhou,,Banking,China,2460,258.8,78193,1808,,558,,4431,,,,Lanzhou,1997,
1723,"Bunzl Plc provides distribution and outsourcing services. The firm supplies non-food products operating primarily in the foodservice, grocery, cleaning and safety, non-food retail and healthcare markets. It also supply consumable products such as food packaging, disposable tableware and catering equipment, cleaning and hygiene supplies, guest amenities, personal protection equipment, packaging and healthcare consumables to various customer markets including grocery, foodservice, cleaning and hygiene, safety, non-food retail and healthcare. The firm offers supply services, including procurement and inventory management. It operates through the following geographical segments: North America, Continental Europe, United Kingdom and Ireland, and Rest of the World. The company was founded in 1854 and is headquartered in London, the United Kingdom.",Bunzl,,Trading Companies,United Kingdom,15611,605.2,11784,10030,1648,,,26777,911,Frank Andre van Zanten,Chief Executive Officer,London,1854,http://www.bunzl.com
1725,"CPFL Energia SA is a holding company which engages in the distribution, generation and commercialization of electricity in Brazil. It operates through the following business segments: Distribution, Conventional Generation, Renewable Generation, Commercialization and Services. The company was founded on November 16, 1912 and is headquartered in Campinas, Brazil.",CPFL Energia,,Utilities,Brazil,8277,1058.8,16084,10123,1067,1930,1996,,1570,Gustavo Estrella,Chief Executive Officer,Campinas,1912,http://www.cpfl.com.br
1726,"Asbury Automotive Group, Inc. operates as a franchised automotive retailer. It operates through the Dealerships and Total Care Auto (TCA) segments. The Dealerships segment offers a range of automotive products and services fulfilling the entire vehicle ownership lifecycle including the sale of new and used vehicles and the provision of vehicle repair and maintenance services, replacement parts, and collision repair services. It is also involved in providing finance and insurance products. The TCA segment provides extended vehicle service contracts, prepaid maintenance contracts, vehicle theft assistance contracts, key replacement contracts, guaranteed asset protection contracts, paintless dent repair contracts, appearance protection contracts, tire and wheel, and lease wear and tear contracts. The company was founded in January 1995 and is headquartered in Atlanta, GA.",Asbury Automotive Group,Georgia,Retailing,United States,17963,547.7,11303,3336,1785,,,15000,778,Daniel E. Clara,Chief Executive Officer,Atlanta,1995,http://www.asburyauto.com
1727,"Washington H. Soul Pattinson & Co. Ltd. engages in the ownership of shares, coal mining, distribution and retail of pharmaceutical products, and manufacture of building products. It operates through the following segments: Strategic Portfolio, Large Caps Portfolio, Private Equity Portfolio, Credit Portfolio, Emerging Companies Portfolio, and Property Portfolio. The Strategic Portfolio segment focuses on significant investments in largely uncorrelated listed companies, generally with board representation. The Large Caps Portfolio segment is involved in listed equities generating consistent income and capital growth over the long term. The Private Equity Portfolio segment includes long-term investments in unlisted companies to support their future growth. The Credit Portfolio segment refers to the investments in different types of credit related financial instruments across an investee's capital structure aimed at optimizing the portfolio's risk adjusted returns. The Emerging Companies Portfolio segment represents the exposure to faster growing companies often benefitting from structural changes and trends in the domestic and global economy. The Property Portfolio segment managed Australian property investments as well as investments in property development joint ventures. The company was founded by Caleb Soul in 1872 and is headquartered in Sydney, Australia.",WHSP-WH Soul Pattinson & Co,,Diversified Financials,Australia,599,1519.3,10597,11565,777,,1789,56,,Todd James Barlow,Chief Executive Officer,Sydney,,http://www.whsp.com.au
